"";"Xdiff";"Vdiff";"ICC"
"1927";3,7;3,8;0,76
"1928";3,7;3,9;0,03
"1929";3,7;4;0,29
"1930";3,7;4,1;0
"1931";3,7;4,2;0,52
"1932";3,7;4,3;0,05
"1933";3,7;4,4;0,48
"1934";3,7;4,5;0
"1935";3,7;4,6;0,5
"1936";3,7;4,7;0,27
"1937";3,7;4,8;0
"1938";3,7;4,9;0,83
"1939";3,7;5;0,58
"1940";3,8;0;0,99
"1941";3,8;0,1;0,98
"1942";3,8;0,2;0,99
"1943";3,8;0,3;0,95
"1944";3,8;0,4;0,93
"1945";3,8;0,5;0,95
"1946";3,8;0,6;0,95
"1947";3,8;0,7;0,94
"1948";3,8;0,8;0,97
"1949";3,8;0,9;0,93
"1950";3,8;1;0,89
"1951";3,8;1,1;0,97
"1952";3,8;1,2;0,67
"1953";3,8;1,3;0,7
"1954";3,8;1,4;0,71
"1955";3,8;1,5;0,65
"1956";3,8;1,6;0,47
"1957";3,8;1,7;0,85
"1958";3,8;1,8;0,78
"1959";3,8;1,9;0,92
"1960";3,8;2;0,79
"1961";3,8;2,1;0,73
"1962";3,8;2,2;0,84
"1963";3,8;2,3;0,49
"1964";3,8;2,4;0,17
"1965";3,8;2,5;0,31
"1966";3,8;2,6;0,74
"1967";3,8;2,7;0,71
"1968";3,8;2,8;0,75
"1969";3,8;2,9;0,52
"1970";3,8;3;0,62
"1971";3,8;3,1;0,81
"1972";3,8;3,2;0,37
"1973";3,8;3,3;0,43
"1974";3,8;3,4;0,28
"1975";3,8;3,5;0,37
"1976";3,8;3,6;0,19
"1977";3,8;3,7;0,21
"1978";3,8;3,8;0,73
"1979";3,8;3,9;0,11
"1980";3,8;4;0,64
"1981";3,8;4,1;0,8
"1982";3,8;4,2;0,05
"1983";3,8;4,3;0,28
"1984";3,8;4,4;0
"1985";3,8;4,5;0,49
"1986";3,8;4,6;0
"1987";3,8;4,7;0,56
"1988";3,8;4,8;0,08
"1989";3,8;4,9;0,16
"1990";3,8;5;0,58
"1991";3,9;0;0,97
"1992";3,9;0,1;0,97
"1993";3,9;0,2;0,96
"1994";3,9;0,3;0,99
"1995";3,9;0,4;0,95
"1996";3,9;0,5;0,96
"1997";3,9;0,6;0,9
"1998";3,9;0,7;0,89
"1999";3,9;0,8;0,76
"2000";3,9;0,9;0,87
"2001";3,9;1;0,89
"2002";3,9;1,1;0,89
"2003";3,9;1,2;0,83
"2004";3,9;1,3;0,82
"2005";3,9;1,4;0,83
"2006";3,9;1,5;0,87
"2007";3,9;1,6;0,78
"2008";3,9;1,7;0,69
"2009";3,9;1,8;0,7
"2010";3,9;1,9;0,76
"2011";3,9;2;0,79
"2012";3,9;2,1;0,7
"2013";3,9;2,2;0,4
"2014";3,9;2,3;0,39
"2015";3,9;2,4;0,1
"2016";3,9;2,5;0,42
"2017";3,9;2,6;0,29
"2018";3,9;2,7;0,71
"2019";3,9;2,8;0,91
"2020";3,9;2,9;0,35
"2021";3,9;3;0,34
"2022";3,9;3,1;0,33
"2023";3,9;3,2;0,06
"2024";3,9;3,3;0,63
"2025";3,9;3,4;0,18
"2026";3,9;3,5;0,06
"2027";3,9;3,6;0,58
"2028";3,9;3,7;0,04
"2029";3,9;3,8;0,28
"2030";3,9;3,9;0,29
"2031";3,9;4;0,38
"2032";3,9;4,1;0,58
"2033";3,9;4,2;0,05
"2034";3,9;4,3;0,2
"2035";3,9;4,4;0,47
"2036";3,9;4,5;0,62
"2037";3,9;4,6;0,14
"2038";3,9;4,7;0
"2039";3,9;4,8;0,23
"2040";3,9;4,9;0,11
"2041";3,9;5;0
"2042";4;0;0,99
"2043";4;0,1;0,99
"2044";4;0,2;0,98
"2045";4;0,3;0,96
"2046";4;0,4;0,99
"2047";4;0,5;0,96
"2048";4;0,6;0,92
"2049";4;0,7;0,93
"2050";4;0,8;0,88
"2051";4;0,9;0,87
"2052";4;1;0,81
"2053";4;1,1;0,91
"2054";4;1,2;0,79
"2055";4;1,3;0,91
"2056";4;1,4;0,94
"2057";4;1,5;0,82
"2058";4;1,6;0,81
"2059";4;1,7;0,46
"2060";4;1,8;0,61
"2061";4;1,9;0,5
"2062";4;2;0,52
"2063";4;2,1;0,54
"2064";4;2,2;0,62
"2065";4;2,3;0,7
"2066";4;2,4;0,57
"2067";4;2,5;0,79
"2068";4;2,6;0,28
"2069";4;2,7;0,86
"2070";4;2,8;0,62
"2071";4;2,9;0,77
"2072";4;3;0,71
"2073";4;3,1;0,21
"2074";4;3,2;0,26
"2075";4;3,3;0,42
"2076";4;3,4;0,59
"2077";4;3,5;0,56
"2078";4;3,6;0,47
"2079";4;3,7;0,39
"2080";4;3,8;0,31
"2081";4;3,9;0
"2082";4;4;0,83
"2083";4;4,1;0,27
"2084";4;4,2;0,67
"2085";4;4,3;0,17
"2086";4;4,4;0,48
"2087";4;4,5;0,5
"2088";4;4,6;0,11
"2089";4;4,7;0,41
"2090";4;4,8;0
"2091";4;4,9;0
"2092";4;5;0,41
"2093";4,1;0;0,99
"2094";4,1;0,1;0,99
"2095";4,1;0,2;0,96
"2096";4,1;0,3;0,97
"2097";4,1;0,4;0,99
"2098";4,1;0,5;0,94
"2099";4,1;0,6;0,91
"2100";4,1;0,7;0,95
"2101";4,1;0,8;0,93
"2102";4,1;0,9;0,98
"2103";4,1;1;0,93
"2104";4,1;1,1;0,91
"2105";4,1;1,2;0,89
"2106";4,1;1,3;0,84
"2107";4,1;1,4;0,79
"2108";4,1;1,5;0,82
"2109";4,1;1,6;0,7
"2110";4,1;1,7;0,81
"2111";4,1;1,8;0,64
"2112";4,1;1,9;0,55
"2113";4,1;2;0,59
"2114";4,1;2,1;0,78
"2115";4,1;2,2;0,78
"2116";4,1;2,3;0,57
"2117";4,1;2,4;0,71
"2118";4,1;2,5;0,29
"2119";4,1;2,6;0,83
"2120";4,1;2,7;0,36
"2121";4,1;2,8;0,79
"2122";4,1;2,9;0,28
"2123";4,1;3;0,68
"2124";4,1;3,1;0,67
"2125";4,1;3,2;0,28
"2126";4,1;3,3;0,23
"2127";4,1;3,4;0,07
"2128";4,1;3,5;0,07
"2129";4,1;3,6;0,07
"2130";4,1;3,7;0,46
"2131";4,1;3,8;0,12
"2132";4,1;3,9;0,72
"2133";4,1;4;0,54
"2134";4,1;4,1;0,03
"2135";4,1;4,2;0,71
"2136";4,1;4,3;0,2
"2137";4,1;4,4;0,19
"2138";4,1;4,5;0,49
"2139";4,1;4,6;0,28
"2140";4,1;4,7;0,54
"2141";4,1;4,8;0
"2142";4,1;4,9;0
"2143";4,1;5;0,12
"2144";4,2;0;1
"2145";4,2;0,1;0,98
"2146";4,2;0,2;0,99
"2147";4,2;0,3;0,97
"2148";4,2;0,4;0,97
"2149";4,2;0,5;0,94
"2150";4,2;0,6;0,97
"2151";4,2;0,7;0,91
"2152";4,2;0,8;0,95
"2153";4,2;0,9;0,9
"2154";4,2;1;0,98
"2155";4,2;1,1;0,86
"2156";4,2;1,2;0,96
"2157";4,2;1,3;0,74
"2158";4,2;1,4;0,89
"2159";4,2;1,5;0,67
"2160";4,2;1,6;0,78
"2161";4,2;1,7;0,83
"2162";4,2;1,8;0,96
"2163";4,2;1,9;0,81
"2164";4,2;2;0,88
"2165";4,2;2,1;0,67
"2166";4,2;2,2;0,75
"2167";4,2;2,3;0,63
"2168";4,2;2,4;0,85
"2169";4,2;2,5;0,71
"2170";4,2;2,6;0,61
"2171";4,2;2,7;0,2
"2172";4,2;2,8;0,76
"2173";4,2;2,9;0,59
"2174";4,2;3;0,01
"2175";4,2;3,1;0,68
"2176";4,2;3,2;0,37
"2177";4,2;3,3;0,7
"2178";4,2;3,4;0,5
"2179";4,2;3,5;0,17
"2180";4,2;3,6;0,1
"2181";4,2;3,7;0,29
"2182";4,2;3,8;0,14
"2183";4,2;3,9;0,61
"2184";4,2;4;0,55
"2185";4,2;4,1;0,8
"2186";4,2;4,2;0,4
"2187";4,2;4,3;0
"2188";4,2;4,4;0,8
"2189";4,2;4,5;0,09
"2190";4,2;4,6;0,65
"2191";4,2;4,7;0,11
"2192";4,2;4,8;0,64
"2193";4,2;4,9;0,66
"2194";4,2;5;0,62
"2195";4,3;0;0,95
"2196";4,3;0,1;0,93
"2197";4,3;0,2;0,98
"2198";4,3;0,3;0,96
"2199";4,3;0,4;0,94
"2200";4,3;0,5;0,94
"2201";4,3;0,6;0,94
"2202";4,3;0,7;0,97
"2203";4,3;0,8;0,92
"2204";4,3;0,9;0,88
"2205";4,3;1;0,87
"2206";4,3;1,1;0,77
"2207";4,3;1,2;0,83
"2208";4,3;1,3;0,89
"2209";4,3;1,4;0,85
"2210";4,3;1,5;0,82
"2211";4,3;1,6;0,92
"2212";4,3;1,7;0,52
"2213";4,3;1,8;0,56
"2214";4,3;1,9;0,86
"2215";4,3;2;0,59
"2216";4,3;2,1;0,76
"2217";4,3;2,2;0,85
"2218";4,3;2,3;0,68
"2219";4,3;2,4;0,77
"2220";4,3;2,5;0,79
"2221";4,3;2,6;0,59
"2222";4,3;2,7;0,76
"2223";4,3;2,8;0,57
"2224";4,3;2,9;0
"2225";4,3;3;0,7
"2226";4,3;3,1;0,87
"2227";4,3;3,2;0,87
"2228";4,3;3,3;0
"2229";4,3;3,4;0,27
"2230";4,3;3,5;0,22
"2231";4,3;3,6;0,5
"2232";4,3;3,7;0,61
"2233";4,3;3,8;0,28
"2234";4,3;3,9;0,79
"2235";4,3;4;0,29
"2236";4,3;4,1;0,44
"2237";4,3;4,2;0,38
"2238";4,3;4,3;0,41
"2239";4,3;4,4;0,66
"2240";4,3;4,5;0
"2241";4,3;4,6;0,53
"2242";4,3;4,7;0
"2243";4,3;4,8;0,31
"2244";4,3;4,9;0,39
"2245";4,3;5;0,19
"2246";4,4;0;0,99
"2247";4,4;0,1;0,99
"2248";4,4;0,2;0,99
"2249";4,4;0,3;0,99
"2250";4,4;0,4;0,97
"2251";4,4;0,5;0,93
"2252";4,4;0,6;0,96
"2253";4,4;0,7;0,85
"2254";4,4;0,8;0,94
"2255";4,4;0,9;0,95
"2256";4,4;1;0,94
"2257";4,4;1,1;0,94
"2258";4,4;1,2;0,87
"2259";4,4;1,3;0,86
"2260";4,4;1,4;0,88
"2261";4,4;1,5;0,87
"2262";4,4;1,6;0,88
"2263";4,4;1,7;0,82
"2264";4,4;1,8;0,94
"2265";4,4;1,9;0,78
"2266";4,4;2;0,81
"2267";4,4;2,1;0,88
"2268";4,4;2,2;0,56
"2269";4,4;2,3;0,72
"2270";4,4;2,4;0,83
"2271";4,4;2,5;0,71
"2272";4,4;2,6;0,62
"2273";4,4;2,7;0,53
"2274";4,4;2,8;0,51
"2275";4,4;2,9;0,84
"2276";4,4;3;0,54
"2277";4,4;3,1;0,7
"2278";4,4;3,2;0,15
"2279";4,4;3,3;0,72
"2280";4,4;3,4;0,76
"2281";4,4;3,5;0,08
"2282";4,4;3,6;0,18
"2283";4,4;3,7;0,44
"2284";4,4;3,8;0,72
"2285";4,4;3,9;0,5
"2286";4,4;4;0,75
"2287";4,4;4,1;0,39
"2288";4,4;4,2;0,72
"2289";4,4;4,3;0
"2290";4,4;4,4;0,7
"2291";4,4;4,5;0,07
"2292";4,4;4,6;0
"2293";4,4;4,7;0
"2294";4,4;4,8;0,42
"2295";4,4;4,9;0
"2296";4,4;5;0,78
"2297";4,5;0;0,99
"2298";4,5;0,1;0,99
"2299";4,5;0,2;0,95
"2300";4,5;0,3;0,97
"2301";4,5;0,4;0,96
"2302";4,5;0,5;0,94
"2303";4,5;0,6;0,98
"2304";4,5;0,7;0,95
"2305";4,5;0,8;0,97
"2306";4,5;0,9;0,96
"2307";4,5;1;0,88
"2308";4,5;1,1;0,94
"2309";4,5;1,2;0,9
"2310";4,5;1,3;0,91
"2311";4,5;1,4;0,95
"2312";4,5;1,5;0,87
"2313";4,5;1,6;0,69
"2314";4,5;1,7;0,64
"2315";4,5;1,8;0,73
"2316";4,5;1,9;0,89
"2317";4,5;2;0,33
"2318";4,5;2,1;0,8
"2319";4,5;2,2;0,56
"2320";4,5;2,3;0,83
"2321";4,5;2,4;0,4
"2322";4,5;2,5;0,67
"2323";4,5;2,6;0,66
"2324";4,5;2,7;0,03
"2325";4,5;2,8;0,39
"2326";4,5;2,9;0,16
"2327";4,5;3;0,52
"2328";4,5;3,1;0,6
"2329";4,5;3,2;0,83
"2330";4,5;3,3;0,18
"2331";4,5;3,4;0,69
"2332";4,5;3,5;0,76
"2333";4,5;3,6;0,09
"2334";4,5;3,7;0,52
"2335";4,5;3,8;0,31
"2336";4,5;3,9;0,24
"2337";4,5;4;0,53
"2338";4,5;4,1;0,41
"2339";4,5;4,2;0,25
"2340";4,5;4,3;0,35
"2341";4,5;4,4;0,39
"2342";4,5;4,5;0,1
"2343";4,5;4,6;0,58
"2344";4,5;4,7;0,46
"2345";4,5;4,8;0,56
"2346";4,5;4,9;0,36
"2347";4,5;5;0,05
"2348";4,6;0;0,99
"2349";4,6;0,1;0,99
"2350";4,6;0,2;0,99
"2351";4,6;0,3;0,98
"2352";4,6;0,4;0,98
"2353";4,6;0,5;0,98
"2354";4,6;0,6;0,94
"2355";4,6;0,7;0,97
"2356";4,6;0,8;0,95
"2357";4,6;0,9;0,94
"2358";4,6;1;0,75
"2359";4,6;1,1;0,9
"2360";4,6;1,2;0,9
"2361";4,6;1,3;0,92
"2362";4,6;1,4;0,82
"2363";4,6;1,5;0,83
"2364";4,6;1,6;0,9
"2365";4,6;1,7;0,69
"2366";4,6;1,8;0,78
"2367";4,6;1,9;0,79
"2368";4,6;2;0,64
"2369";4,6;2,1;0,65
"2370";4,6;2,2;0,56
"2371";4,6;2,3;0,5
"2372";4,6;2,4;0,57
"2373";4,6;2,5;0,29
"2374";4,6;2,6;0,75
"2375";4,6;2,7;0,31
"2376";4,6;2,8;0,82
"2377";4,6;2,9;0,55
"2378";4,6;3;0,17
"2379";4,6;3,1;0,62
"2380";4,6;3,2;0,68
"2381";4,6;3,3;0,27
"2382";4,6;3,4;0,46
"2383";4,6;3,5;0,33
"2384";4,6;3,6;0,4
"2385";4,6;3,7;0,71
"2386";4,6;3,8;0
"2387";4,6;3,9;0,13
"2388";4,6;4;0,62
"2389";4,6;4,1;0,46
"2390";4,6;4,2;0,65
"2391";4,6;4,3;0,1
"2392";4,6;4,4;0,62
"2393";4,6;4,5;0,5
"2394";4,6;4,6;0,79
"2395";4,6;4,7;0
"2396";4,6;4,8;0,05
"2397";4,6;4,9;0,27
"2398";4,6;5;0,21
"2399";4,7;0;0,98
"2400";4,7;0,1;0,99
"2401";4,7;0,2;0,99
"2402";4,7;0,3;0,99
"2403";4,7;0,4;0,97
"2404";4,7;0,5;0,97
"2405";4,7;0,6;0,98
"2406";4,7;0,7;0,97
"2407";4,7;0,8;0,93
"2408";4,7;0,9;0,93
"2409";4,7;1;0,99
"2410";4,7;1,1;0,9
"2411";4,7;1,2;0,87
"2412";4,7;1,3;0,88
"2413";4,7;1,4;0,93
"2414";4,7;1,5;0,86
"2415";4,7;1,6;0,86
"2416";4,7;1,7;0,78
"2417";4,7;1,8;0,81
"2418";4,7;1,9;0,41
"2419";4,7;2;0,77
"2420";4,7;2,1;0,79
"2421";4,7;2,2;0,74
"2422";4,7;2,3;0,56
"2423";4,7;2,4;0,43
"2424";4,7;2,5;0,51
"2425";4,7;2,6;0,54
"2426";4,7;2,7;0,66
"2427";4,7;2,8;0,41
"2428";4,7;2,9;0,47
"2429";4,7;3;0,64
"2430";4,7;3,1;0,79
"2431";4,7;3,2;0,4
"2432";4,7;3,3;0,05
"2433";4,7;3,4;0,39
"2434";4,7;3,5;0,54
"2435";4,7;3,6;0,35
"2436";4,7;3,7;0
"2437";4,7;3,8;0,46
"2438";4,7;3,9;0,53
"2439";4,7;4;0,8
"2440";4,7;4,1;0,46
"2441";4,7;4,2;0,48
"2442";4,7;4,3;0,44
"2443";4,7;4,4;0,39
"2444";4,7;4,5;0,26
"2445";4,7;4,6;0,38
"2446";4,7;4,7;0,08
"2447";4,7;4,8;0,71
"2448";4,7;4,9;0,03
"2449";4,7;5;0
"2450";4,8;0;0,98
"2451";4,8;0,1;1
"2452";4,8;0,2;0,99
"2453";4,8;0,3;0,96
"2454";4,8;0,4;0,98
"2455";4,8;0,5;0,98
"2456";4,8;0,6;0,94
"2457";4,8;0,7;0,97
"2458";4,8;0,8;0,98
"2459";4,8;0,9;0,95
"2460";4,8;1;0,9
"2461";4,8;1,1;0,96
"2462";4,8;1,2;0,95
"2463";4,8;1,3;0,85
"2464";4,8;1,4;0,95
"2465";4,8;1,5;0,76
"2466";4,8;1,6;0,9
"2467";4,8;1,7;0,91
"2468";4,8;1,8;0,88
"2469";4,8;1,9;0,66
"2470";4,8;2;0,61
"2471";4,8;2,1;0,36
"2472";4,8;2,2;0,59
"2473";4,8;2,3;0,75
"2474";4,8;2,4;0,78
"2475";4,8;2,5;0,72
"2476";4,8;2,6;0,75
"2477";4,8;2,7;0,67
"2478";4,8;2,8;0,32
"2479";4,8;2,9;0,43
"2480";4,8;3;0,64
"2481";4,8;3,1;0,53
"2482";4,8;3,2;0,57
"2483";4,8;3,3;0,84
"2484";4,8;3,4;0,36
"2485";4,8;3,5;0,29
"2486";4,8;3,6;0,03
"2487";4,8;3,7;0,72
"2488";4,8;3,8;0,19
"2489";4,8;3,9;0,57
"2490";4,8;4;0,79
"2491";4,8;4,1;0,16
"2492";4,8;4,2;0
"2493";4,8;4,3;0,45
"2494";4,8;4,4;0,53
"2495";4,8;4,5;0,51
"2496";4,8;4,6;0,3
"2497";4,8;4,7;0,4
"2498";4,8;4,8;0,55
"2499";4,8;4,9;0,06
"2500";4,8;5;0,44
"2501";4,9;0;1
"2502";4,9;0,1;0,99
"2503";4,9;0,2;0,99
"2504";4,9;0,3;0,98
"2505";4,9;0,4;0,97
"2506";4,9;0,5;0,96
"2507";4,9;0,6;0,97
"2508";4,9;0,7;0,95
"2509";4,9;0,8;0,93
"2510";4,9;0,9;0,97
"2511";4,9;1;0,93
"2512";4,9;1,1;0,9
"2513";4,9;1,2;0,95
"2514";4,9;1,3;0,9
"2515";4,9;1,4;0,86
"2516";4,9;1,5;0,76
"2517";4,9;1,6;0,96
"2518";4,9;1,7;0,94
"2519";4,9;1,8;0,87
"2520";4,9;1,9;0,95
"2521";4,9;2;0,84
"2522";4,9;2,1;0,93
"2523";4,9;2,2;0,74
"2524";4,9;2,3;0,78
"2525";4,9;2,4;0,46
"2526";4,9;2,5;0,67
"2527";4,9;2,6;0,56
"2528";4,9;2,7;0,45
"2529";4,9;2,8;0,77
"2530";4,9;2,9;0,73
"2531";4,9;3;0,75
"2532";4,9;3,1;0,49
"2533";4,9;3,2;0,4
"2534";4,9;3,3;0,31
"2535";4,9;3,4;0,58
"2536";4,9;3,5;0,38
"2537";4,9;3,6;0,46
"2538";4,9;3,7;0,42
"2539";4,9;3,8;0,18
"2540";4,9;3,9;0,52
"2541";4,9;4;0,85
"2542";4,9;4,1;0,19
"2543";4,9;4,2;0,39
"2544";4,9;4,3;0,35
"2545";4,9;4,4;0,43
"2546";4,9;4,5;0,26
"2547";4,9;4,6;0,37
"2548";4,9;4,7;0,53
"2549";4,9;4,8;0
"2550";4,9;4,9;0,27
"2551";4,9;5;0,41
"2552";5;0;0,99
"2553";5;0,1;0,97
"2554";5;0,2;0,98
"2555";5;0,3;0,98
"2556";5;0,4;0,98
"2557";5;0,5;0,99
"2558";5;0,6;0,95
"2559";5;0,7;0,97
"2560";5;0,8;0,87
"2561";5;0,9;0,97
"2562";5;1;0,87
"2563";5;1,1;0,93
"2564";5;1,2;0,85
"2565";5;1,3;0,91
"2566";5;1,4;0,82
"2567";5;1,5;0,74
"2568";5;1,6;0,77
"2569";5;1,7;0,97
"2570";5;1,8;0,69
"2571";5;1,9;0,81
"2572";5;2;0,86
"2573";5;2,1;0,73
"2574";5;2,2;0,71
"2575";5;2,3;0,95
"2576";5;2,4;0,63
"2577";5;2,5;0,86
"2578";5;2,6;0,73
"2579";5;2,7;0,9
"2580";5;2,8;0,62
"2581";5;2,9;0,78
"2582";5;3;0,18
"2583";5;3,1;0,4
"2584";5;3,2;0,46
"2585";5;3,3;0,28
"2586";5;3,4;0,09
"2587";5;3,5;0,74
"2588";5;3,6;0,28
"2589";5;3,7;0,12
"2590";5;3,8;0,7
"2591";5;3,9;0,85
"2592";5;4;0,44
"2593";5;4,1;0,67
"2594";5;4,2;0,23
"2595";5;4,3;0,3
"2596";5;4,4;0,11
"2597";5;4,5;0,21
"2598";5;4,6;0,52
"2599";5;4,7;0,02
"2600";5;4,8;0,79
"2601";5;4,9;0,56
"2602";5;5;0,43
