"";"Xdiff";"Vdiff";"ICC"
"1013";1,9;4,2;0,27
"1014";1,9;4,3;0,22
"1015";1,9;4,4;0
"1016";1,9;4,5;0,08
"1017";1,9;4,6;0,18
"1018";1,9;4,7;0
"1019";1,9;4,8;0
"1020";1,9;4,9;0,46
"1021";1,9;5;0
"1022";2;0;0,88
"1023";2;0,1;0,91
"1024";2;0,2;0,91
"1025";2;0,3;0,94
"1026";2;0,4;0,76
"1027";2;0,5;0,88
"1028";2;0,6;0,68
"1029";2;0,7;0,64
"1030";2;0,8;0,76
"1031";2;0,9;0,6
"1032";2;1;0,7
"1033";2;1,1;0,55
"1034";2;1,2;0,58
"1035";2;1,3;0,55
"1036";2;1,4;0,39
"1037";2;1,5;0,59
"1038";2;1,6;0,55
"1039";2;1,7;0,66
"1040";2;1,8;0,6
"1041";2;1,9;0,52
"1042";2;2;0,53
"1043";2;2,1;0,21
"1044";2;2,2;0
"1045";2;2,3;0,63
"1046";2;2,4;0
"1047";2;2,5;0,22
"1048";2;2,6;0,29
"1049";2;2,7;0,29
"1050";2;2,8;0,25
"1051";2;2,9;0
"1052";2;3;0,32
"1053";2;3,1;0
"1054";2;3,2;0,51
"1055";2;3,3;0,02
"1056";2;3,4;0,01
"1057";2;3,5;0,35
"1058";2;3,6;0,17
"1059";2;3,7;0
"1060";2;3,8;0,26
"1061";2;3,9;0
"1062";2;4;0,55
"1063";2;4,1;0
"1064";2;4,2;0
"1065";2;4,3;0
"1066";2;4,4;0,06
"1067";2;4,5;0
"1068";2;4,6;0
"1069";2;4,7;0,07
"1070";2;4,8;0
"1071";2;4,9;0
"1072";2;5;0
"1073";2,1;0;0,95
"1074";2,1;0,1;0,91
"1075";2,1;0,2;0,93
"1076";2,1;0,3;0,89
"1077";2,1;0,4;0,86
"1078";2,1;0,5;0,87
"1079";2,1;0,6;0,91
"1080";2,1;0,7;0,91
"1081";2,1;0,8;0,59
"1082";2,1;0,9;0,57
"1083";2,1;1;0,77
"1084";2,1;1,1;0,77
"1085";2,1;1,2;0,83
"1086";2,1;1,3;0,47
"1087";2,1;1,4;0,25
"1088";2,1;1,5;0,24
"1089";2,1;1,6;0,31
"1090";2,1;1,7;0,25
"1091";2,1;1,8;0,58
"1092";2,1;1,9;0,78
"1093";2,1;2;0,08
"1094";2,1;2,1;0,16
"1095";2,1;2,2;0,18
"1096";2,1;2,3;0,47
"1097";2,1;2,4;0,33
"1098";2,1;2,5;0
"1099";2,1;2,6;0,23
"1100";2,1;2,7;0,04
"1101";2,1;2,8;0,42
"1102";2,1;2,9;0,19
"1103";2,1;3;0
"1104";2,1;3,1;0,17
"1105";2,1;3,2;0,48
"1106";2,1;3,3;0
"1107";2,1;3,4;0
"1108";2,1;3,5;0,12
"1109";2,1;3,6;0,28
"1110";2,1;3,7;0,19
"1111";2,1;3,8;0,06
"1112";2,1;3,9;0,15
"1113";2,1;4;0
"1114";2,1;4,1;0,11
"1115";2,1;4,2;0
"1116";2,1;4,3;0
"1117";2,1;4,4;0,41
"1118";2,1;4,5;0,28
"1119";2,1;4,6;0,25
"1120";2,1;4,7;0
"1121";2,1;4,8;0
"1122";2,1;4,9;0,04
"1123";2,1;5;0,06
"1124";2,2;0;0,93
"1125";2,2;0,1;0,94
"1126";2,2;0,2;0,88
"1127";2,2;0,3;0,92
"1128";2,2;0,4;0,91
"1129";2,2;0,5;0,84
"1130";2,2;0,6;0,87
"1131";2,2;0,7;0,71
"1132";2,2;0,8;0,61
"1133";2,2;0,9;0,88
"1134";2,2;1;0,74
"1135";2,2;1,1;0,61
"1136";2,2;1,2;0,79
"1137";2,2;1,3;0,79
"1138";2,2;1,4;0,49
"1139";2,2;1,5;0,85
"1140";2,2;1,6;0,61
"1141";2,2;1,7;0,71
"1142";2,2;1,8;0,53
"1143";2,2;1,9;0,37
"1144";2,2;2;0,79
"1145";2,2;2,1;0,51
"1146";2,2;2,2;0,3
"1147";2,2;2,3;0,86
"1148";2,2;2,4;0,27
"1149";2,2;2,5;0
"1150";2,2;2,6;0
"1151";2,2;2,7;0,11
"1152";2,2;2,8;0,51
"1153";2,2;2,9;0,44
"1154";2,2;3;0,26
"1155";2,2;3,1;0,81
"1156";2,2;3,2;0,15
"1157";2,2;3,3;0,57
"1158";2,2;3,4;0,23
"1159";2,2;3,5;0,35
"1160";2,2;3,6;0,54
"1161";2,2;3,7;0,67
"1162";2,2;3,8;0,16
"1163";2,2;3,9;0
"1164";2,2;4;0
"1165";2,2;4,1;0,41
"1166";2,2;4,2;0
"1167";2,2;4,3;0
"1168";2,2;4,4;0,66
"1169";2,2;4,5;0
"1170";2,2;4,6;0
"1171";2,2;4,7;0,06
"1172";2,2;4,8;0
"1173";2,2;4,9;0
"1174";2,2;5;0,04
"1175";2,3;0;0,98
"1176";2,3;0,1;0,9
"1177";2,3;0,2;0,79
"1178";2,3;0,3;0,9
"1179";2,3;0,4;0,85
"1180";2,3;0,5;0,83
"1181";2,3;0,6;0,83
"1182";2,3;0,7;0,88
"1183";2,3;0,8;0,78
"1184";2,3;0,9;0,77
"1185";2,3;1;0,83
"1186";2,3;1,1;0,6
"1187";2,3;1,2;0,83
"1188";2,3;1,3;0,69
"1189";2,3;1,4;0,52
"1190";2,3;1,5;0,78
"1191";2,3;1,6;0,69
"1192";2,3;1,7;0,82
"1193";2,3;1,8;0,31
"1194";2,3;1,9;0,54
"1195";2,3;2;0,63
"1196";2,3;2,1;0,21
"1197";2,3;2,2;0,62
"1198";2,3;2,3;0,29
"1199";2,3;2,4;0,27
"1200";2,3;2,5;0,4
"1201";2,3;2,6;0,38
"1202";2,3;2,7;0,58
"1203";2,3;2,8;0,48
"1204";2,3;2,9;0,51
"1205";2,3;3;0
"1206";2,3;3,1;0,41
"1207";2,3;3,2;0,27
"1208";2,3;3,3;0
"1209";2,3;3,4;0,04
"1210";2,3;3,5;0
"1211";2,3;3,6;0,11
"1212";2,3;3,7;0,16
"1213";2,3;3,8;0,32
"1214";2,3;3,9;0
"1215";2,3;4;0,01
"1216";2,3;4,1;0,4
"1217";2,3;4,2;0,54
"1218";2,3;4,3;0,06
"1219";2,3;4,4;0,14
"1220";2,3;4,5;0,33
"1221";2,3;4,6;0
"1222";2,3;4,7;0
"1223";2,3;4,8;0,52
"1224";2,3;4,9;0,41
"1225";2,3;5;0
"1226";2,4;0;0,99
"1227";2,4;0,1;0,98
"1228";2,4;0,2;0,92
"1229";2,4;0,3;0,93
"1230";2,4;0,4;0,93
"1231";2,4;0,5;0,86
"1232";2,4;0,6;0,79
"1233";2,4;0,7;0,88
"1234";2,4;0,8;0,86
"1235";2,4;0,9;0,85
"1236";2,4;1;0,7
"1237";2,4;1,1;0,85
"1238";2,4;1,2;0,83
"1239";2,4;1,3;0,52
"1240";2,4;1,4;0,48
"1241";2,4;1,5;0,66
"1242";2,4;1,6;0,5
"1243";2,4;1,7;0,19
"1244";2,4;1,8;0,04
"1245";2,4;1,9;0,57
"1246";2,4;2;0,34
"1247";2,4;2,1;0,72
"1248";2,4;2,2;0,79
"1249";2,4;2,3;0,5
"1250";2,4;2,4;0
"1251";2,4;2,5;0,1
"1252";2,4;2,6;0,62
"1253";2,4;2,7;0,63
"1254";2,4;2,8;0,28
"1255";2,4;2,9;0,64
"1256";2,4;3;0
"1257";2,4;3,1;0,39
"1258";2,4;3,2;0,43
"1259";2,4;3,3;0,87
"1260";2,4;3,4;0,03
"1261";2,4;3,5;0,56
"1262";2,4;3,6;0,04
"1263";2,4;3,7;0,21
"1264";2,4;3,8;0,43
"1265";2,4;3,9;0,3
"1266";2,4;4;0,22
"1267";2,4;4,1;0
"1268";2,4;4,2;0,73
"1269";2,4;4,3;0,03
"1270";2,4;4,4;0,41
"1271";2,4;4,5;0
"1272";2,4;4,6;0
"1273";2,4;4,7;0
"1274";2,4;4,8;0
"1275";2,4;4,9;0
"1276";2,4;5;0,36
"1277";2,5;0;0,94
"1278";2,5;0,1;0,97
"1279";2,5;0,2;0,93
"1280";2,5;0,3;0,93
"1281";2,5;0,4;0,94
"1282";2,5;0,5;0,84
"1283";2,5;0,6;0,89
"1284";2,5;0,7;0,92
"1285";2,5;0,8;0,94
"1286";2,5;0,9;0,93
"1287";2,5;1;0,85
"1288";2,5;1,1;0,86
"1289";2,5;1,2;0,85
"1290";2,5;1,3;0,76
"1291";2,5;1,4;0,7
"1292";2,5;1,5;0,28
"1293";2,5;1,6;0,43
"1294";2,5;1,7;0,75
"1295";2,5;1,8;0,17
"1296";2,5;1,9;0,36
"1297";2,5;2;0,23
"1298";2,5;2,1;0,08
"1299";2,5;2,2;0,05
"1300";2,5;2,3;0,68
"1301";2,5;2,4;0,22
"1302";2,5;2,5;0,73
"1303";2,5;2,6;0,26
"1304";2,5;2,7;0,8
"1305";2,5;2,8;0,36
"1306";2,5;2,9;0,36
"1307";2,5;3;0,5
"1308";2,5;3,1;0,11
"1309";2,5;3,2;0,12
"1310";2,5;3,3;0
"1311";2,5;3,4;0,45
"1312";2,5;3,5;0,14
"1313";2,5;3,6;0
"1314";2,5;3,7;0
"1315";2,5;3,8;0,06
"1316";2,5;3,9;0,05
"1317";2,5;4;0,14
"1318";2,5;4,1;0,28
"1319";2,5;4,2;0
"1320";2,5;4,3;0,33
"1321";2,5;4,4;0,13
"1322";2,5;4,5;0,72
"1323";2,5;4,6;0
"1324";2,5;4,7;0
"1325";2,5;4,8;0
"1326";2,5;4,9;0,02
"1327";2,5;5;0
"1328";2,6;0;0,92
"1329";2,6;0,1;0,98
"1330";2,6;0,2;0,95
"1331";2,6;0,3;0,86
"1332";2,6;0,4;0,86
"1333";2,6;0,5;0,96
"1334";2,6;0,6;0,92
"1335";2,6;0,7;0,63
"1336";2,6;0,8;0,83
"1337";2,6;0,9;0,86
"1338";2,6;1;0,81
"1339";2,6;1,1;0,76
"1340";2,6;1,2;0,79
"1341";2,6;1,3;0,7
"1342";2,6;1,4;0,38
"1343";2,6;1,5;0,46
"1344";2,6;1,6;0,55
"1345";2,6;1,7;0,32
"1346";2,6;1,8;0,46
"1347";2,6;1,9;0,39
"1348";2,6;2;0,61
"1349";2,6;2,1;0,33
"1350";2,6;2,2;0,61
"1351";2,6;2,3;0,25
"1352";2,6;2,4;0,62
"1353";2,6;2,5;0,28
"1354";2,6;2,6;0
"1355";2,6;2,7;0,35
"1356";2,6;2,8;0,45
"1357";2,6;2,9;0
"1358";2,6;3;0,31
"1359";2,6;3,1;0,61
"1360";2,6;3,2;0,29
"1361";2,6;3,3;0,57
"1362";2,6;3,4;0,37
"1363";2,6;3,5;0
"1364";2,6;3,6;0,28
"1365";2,6;3,7;0
"1366";2,6;3,8;0,13
"1367";2,6;3,9;0
"1368";2,6;4;0,66
"1369";2,6;4,1;0,46
"1370";2,6;4,2;0,5
"1371";2,6;4,3;0
"1372";2,6;4,4;0,24
"1373";2,6;4,5;0,26
"1374";2,6;4,6;0,49
"1375";2,6;4,7;0
"1376";2,6;4,8;0,22
"1377";2,6;4,9;0,48
"1378";2,6;5;0,22
"1379";2,7;0;0,96
"1380";2,7;0,1;0,92
"1381";2,7;0,2;0,98
"1382";2,7;0,3;0,96
"1383";2,7;0,4;0,92
"1384";2,7;0,5;0,91
"1385";2,7;0,6;0,82
"1386";2,7;0,7;0,91
"1387";2,7;0,8;0,91
"1388";2,7;0,9;0,88
"1389";2,7;1;0,74
"1390";2,7;1,1;0,76
"1391";2,7;1,2;0,81
"1392";2,7;1,3;0,71
"1393";2,7;1,4;0,89
"1394";2,7;1,5;0,8
"1395";2,7;1,6;0,31
"1396";2,7;1,7;0,7
"1397";2,7;1,8;0,53
"1398";2,7;1,9;0,58
"1399";2,7;2;0,56
"1400";2,7;2,1;0,07
"1401";2,7;2,2;0,27
"1402";2,7;2,3;0,38
"1403";2,7;2,4;0,58
"1404";2,7;2,5;0,44
"1405";2,7;2,6;0,38
"1406";2,7;2,7;0,4
"1407";2,7;2,8;0,44
"1408";2,7;2,9;0,39
"1409";2,7;3;0,27
"1410";2,7;3,1;0,56
"1411";2,7;3,2;0,29
"1412";2,7;3,3;0,24
"1413";2,7;3,4;0,41
"1414";2,7;3,5;0,34
"1415";2,7;3,6;0
"1416";2,7;3,7;0,12
"1417";2,7;3,8;0,15
"1418";2,7;3,9;0,13
"1419";2,7;4;0,28
"1420";2,7;4,1;0,14
"1421";2,7;4,2;0,43
"1422";2,7;4,3;0
"1423";2,7;4,4;0,11
"1424";2,7;4,5;0,33
"1425";2,7;4,6;0
"1426";2,7;4,7;0
"1427";2,7;4,8;0
"1428";2,7;4,9;0,59
"1429";2,7;5;0
"1430";2,8;0;0,96
"1431";2,8;0,1;0,93
"1432";2,8;0,2;0,95
"1433";2,8;0,3;0,93
"1434";2,8;0,4;0,91
"1435";2,8;0,5;0,89
"1436";2,8;0,6;0,93
"1437";2,8;0,7;0,96
"1438";2,8;0,8;0,92
"1439";2,8;0,9;0,83
"1440";2,8;1;0,78
"1441";2,8;1,1;0,88
"1442";2,8;1,2;0,57
"1443";2,8;1,3;0,76
"1444";2,8;1,4;0,64
"1445";2,8;1,5;0,72
"1446";2,8;1,6;0,52
"1447";2,8;1,7;0,74
"1448";2,8;1,8;0,2
"1449";2,8;1,9;0,56
"1450";2,8;2;0,55
"1451";2,8;2,1;0,47
"1452";2,8;2,2;0,35
"1453";2,8;2,3;0,71
"1454";2,8;2,4;0,46
"1455";2,8;2,5;0,1
"1456";2,8;2,6;0,49
"1457";2,8;2,7;0,5
"1458";2,8;2,8;0
"1459";2,8;2,9;0,46
"1460";2,8;3;0,32
"1461";2,8;3,1;0,46
"1462";2,8;3,2;0,43
"1463";2,8;3,3;0,04
"1464";2,8;3,4;0,34
"1465";2,8;3,5;0,39
"1466";2,8;3,6;0,21
"1467";2,8;3,7;0,8
"1468";2,8;3,8;0,38
"1469";2,8;3,9;0
"1470";2,8;4;0,34
"1471";2,8;4,1;0,44
"1472";2,8;4,2;0
"1473";2,8;4,3;0,07
"1474";2,8;4,4;0
"1475";2,8;4,5;0,12
"1476";2,8;4,6;0
"1477";2,8;4,7;0,29
"1478";2,8;4,8;0,1
"1479";2,8;4,9;0
"1480";2,8;5;0
"1481";2,9;0;0,94
"1482";2,9;0,1;0,99
"1483";2,9;0,2;0,98
"1484";2,9;0,3;0,96
"1485";2,9;0,4;0,98
"1486";2,9;0,5;0,94
"1487";2,9;0,6;0,95
"1488";2,9;0,7;0,89
"1489";2,9;0,8;0,79
"1490";2,9;0,9;0,74
"1491";2,9;1;0,93
"1492";2,9;1,1;0,9
"1493";2,9;1,2;0,75
"1494";2,9;1,3;0,71
"1495";2,9;1,4;0,88
"1496";2,9;1,5;0,52
"1497";2,9;1,6;0,72
"1498";2,9;1,7;0,19
"1499";2,9;1,8;0,68
"1500";2,9;1,9;0,38
"1501";2,9;2;0,82
"1502";2,9;2,1;0,1
"1503";2,9;2,2;0
"1504";2,9;2,3;0,66
"1505";2,9;2,4;0,36
"1506";2,9;2,5;0,26
"1507";2,9;2,6;0,14
"1508";2,9;2,7;0,58
"1509";2,9;2,8;0,01
"1510";2,9;2,9;0
"1511";2,9;3;0
"1512";2,9;3,1;0,08
"1513";2,9;3,2;0,44
"1514";2,9;3,3;0,39
"1515";2,9;3,4;0,79
"1516";2,9;3,5;0,63
"1517";2,9;3,6;0,14
"1518";2,9;3,7;0,15
"1519";2,9;3,8;0,04
"1520";2,9;3,9;0,62
"1521";2,9;4;0,23
"1522";2,9;4,1;0,45
"1523";2,9;4,2;0
"1524";2,9;4,3;0
"1525";2,9;4,4;0,19
"1526";2,9;4,5;0,2
"1527";2,9;4,6;0,48
"1528";2,9;4,7;0
"1529";2,9;4,8;0
"1530";2,9;4,9;0
"1531";2,9;5;0,41
"1532";3;0;0,99
"1533";3;0,1;0,95
"1534";3;0,2;0,83
"1535";3;0,3;0,91
"1536";3;0,4;0,91
"1537";3;0,5;0,93
"1538";3;0,6;0,95
"1539";3;0,7;0,84
"1540";3;0,8;0,87
"1541";3;0,9;0,87
"1542";3;1;0,97
"1543";3;1,1;0,85
"1544";3;1,2;0,92
"1545";3;1,3;0,47
"1546";3;1,4;0,82
"1547";3;1,5;0,79
"1548";3;1,6;0,61
"1549";3;1,7;0,41
"1550";3;1,8;0,79
"1551";3;1,9;0,77
"1552";3;2;0,24
"1553";3;2,1;0,49
"1554";3;2,2;0,22
"1555";3;2,3;0,64
"1556";3;2,4;0,11
"1557";3;2,5;0,29
"1558";3;2,6;0,58
"1559";3;2,7;0,01
"1560";3;2,8;0,17
"1561";3;2,9;0,18
"1562";3;3;0,55
"1563";3;3,1;0,49
"1564";3;3,2;0,4
"1565";3;3,3;0,11
"1566";3;3,4;0,42
"1567";3;3,5;0,22
"1568";3;3,6;0,12
"1569";3;3,7;0,19
"1570";3;3,8;0,54
"1571";3;3,9;0,14
"1572";3;4;0,37
"1573";3;4,1;0,48
"1574";3;4,2;0,34
"1575";3;4,3;0,45
"1576";3;4,4;0,03
"1577";3;4,5;0,47
"1578";3;4,6;0
"1579";3;4,7;0
"1580";3;4,8;0,09
"1581";3;4,9;0,52
"1582";3;5;0
"1583";3,1;0;0,96
"1584";3,1;0,1;0,96
"1585";3,1;0,2;0,97
"1586";3,1;0,3;0,95
"1587";3,1;0,4;0,89
"1588";3,1;0,5;0,89
"1589";3,1;0,6;0,94
"1590";3,1;0,7;0,91
"1591";3,1;0,8;0,9
"1592";3,1;0,9;0,91
"1593";3,1;1;0,88
"1594";3,1;1,1;0,56
"1595";3,1;1,2;0,64
"1596";3,1;1,3;0,73
"1597";3,1;1,4;0,83
"1598";3,1;1,5;0,82
"1599";3,1;1,6;0,84
"1600";3,1;1,7;0,21
"1601";3,1;1,8;0,49
"1602";3,1;1,9;0,1
"1603";3,1;2;0,49
"1604";3,1;2,1;0,19
"1605";3,1;2,2;0,5
"1606";3,1;2,3;0,41
"1607";3,1;2,4;0,76
"1608";3,1;2,5;0,29
"1609";3,1;2,6;0,4
"1610";3,1;2,7;0,82
"1611";3,1;2,8;0,4
"1612";3,1;2,9;0,64
"1613";3,1;3;0,81
"1614";3,1;3,1;0,32
"1615";3,1;3,2;0
"1616";3,1;3,3;0,36
"1617";3,1;3,4;0,48
"1618";3,1;3,5;0,06
"1619";3,1;3,6;0
"1620";3,1;3,7;0,44
"1621";3,1;3,8;0,19
"1622";3,1;3,9;0
"1623";3,1;4;0,03
"1624";3,1;4,1;0,36
"1625";3,1;4,2;0,34
"1626";3,1;4,3;0
"1627";3,1;4,4;0,71
"1628";3,1;4,5;0
"1629";3,1;4,6;0,62
"1630";3,1;4,7;0,27
"1631";3,1;4,8;0,07
"1632";3,1;4,9;0,42
"1633";3,1;5;0,83
"1634";3,2;0;0,99
"1635";3,2;0,1;0,98
"1636";3,2;0,2;0,98
"1637";3,2;0,3;0,98
"1638";3,2;0,4;0,94
"1639";3,2;0,5;0,92
"1640";3,2;0,6;0,91
"1641";3,2;0,7;0,97
"1642";3,2;0,8;0,93
"1643";3,2;0,9;0,86
"1644";3,2;1;0,89
"1645";3,2;1,1;0,77
"1646";3,2;1,2;0,9
"1647";3,2;1,3;0,77
"1648";3,2;1,4;0,77
"1649";3,2;1,5;0,51
"1650";3,2;1,6;0,71
"1651";3,2;1,7;0,79
"1652";3,2;1,8;0,29
"1653";3,2;1,9;0,62
"1654";3,2;2;0,66
"1655";3,2;2,1;0,71
"1656";3,2;2,2;0,61
"1657";3,2;2,3;0,63
"1658";3,2;2,4;0,5
"1659";3,2;2,5;0,18
"1660";3,2;2,6;0,69
"1661";3,2;2,7;0,66
"1662";3,2;2,8;0,57
"1663";3,2;2,9;0,52
"1664";3,2;3;0,41
"1665";3,2;3,1;0,64
"1666";3,2;3,2;0,28
"1667";3,2;3,3;0,54
"1668";3,2;3,4;0
"1669";3,2;3,5;0,53
"1670";3,2;3,6;0,36
"1671";3,2;3,7;0,48
"1672";3,2;3,8;0,3
"1673";3,2;3,9;0,63
"1674";3,2;4;0,48
"1675";3,2;4,1;0,35
"1676";3,2;4,2;0,08
"1677";3,2;4,3;0
"1678";3,2;4,4;0
"1679";3,2;4,5;0,34
"1680";3,2;4,6;0,18
"1681";3,2;4,7;0,4
"1682";3,2;4,8;0,03
"1683";3,2;4,9;0,33
"1684";3,2;5;0,1
"1685";3,3;0;0,99
"1686";3,3;0,1;0,94
"1687";3,3;0,2;0,88
"1688";3,3;0,3;0,96
"1689";3,3;0,4;0,97
"1690";3,3;0,5;0,96
"1691";3,3;0,6;0,9
"1692";3,3;0,7;0,91
"1693";3,3;0,8;0,95
"1694";3,3;0,9;0,86
"1695";3,3;1;0,84
"1696";3,3;1,1;0,8
"1697";3,3;1,2;0,8
"1698";3,3;1,3;0,81
"1699";3,3;1,4;0,8
"1700";3,3;1,5;0,87
"1701";3,3;1,6;0,71
"1702";3,3;1,7;0,64
"1703";3,3;1,8;0,66
"1704";3,3;1,9;0,62
"1705";3,3;2;0,52
"1706";3,3;2,1;0,53
"1707";3,3;2,2;0,45
"1708";3,3;2,3;0,82
"1709";3,3;2,4;0
"1710";3,3;2,5;0
"1711";3,3;2,6;0,57
"1712";3,3;2,7;0,42
"1713";3,3;2,8;0,1
"1714";3,3;2,9;0
"1715";3,3;3;0,46
"1716";3,3;3,1;0
"1717";3,3;3,2;0,13
"1718";3,3;3,3;0,37
"1719";3,3;3,4;0,28
"1720";3,3;3,5;0,04
"1721";3,3;3,6;0,37
"1722";3,3;3,7;0,55
"1723";3,3;3,8;0,29
"1724";3,3;3,9;0,25
"1725";3,3;4;0,08
"1726";3,3;4,1;0,46
"1727";3,3;4,2;0,37
"1728";3,3;4,3;0
"1729";3,3;4,4;0,36
"1730";3,3;4,5;0,23
"1731";3,3;4,6;0,53
"1732";3,3;4,7;0
"1733";3,3;4,8;0,38
"1734";3,3;4,9;0
"1735";3,3;5;0,03
"1736";3,4;0;0,96
"1737";3,4;0,1;0,98
"1738";3,4;0,2;0,98
"1739";3,4;0,3;0,96
"1740";3,4;0,4;0,95
"1741";3,4;0,5;0,94
"1742";3,4;0,6;0,98
"1743";3,4;0,7;0,88
"1744";3,4;0,8;0,74
"1745";3,4;0,9;0,97
"1746";3,4;1;0,78
"1747";3,4;1,1;0,63
"1748";3,4;1,2;0,8
"1749";3,4;1,3;0,79
"1750";3,4;1,4;0,94
"1751";3,4;1,5;0,72
"1752";3,4;1,6;0,83
"1753";3,4;1,7;0,78
"1754";3,4;1,8;0,75
"1755";3,4;1,9;0,67
"1756";3,4;2;0,74
"1757";3,4;2,1;0,81
"1758";3,4;2,2;0,28
"1759";3,4;2,3;0,26
"1760";3,4;2,4;0,8
"1761";3,4;2,5;0,59
"1762";3,4;2,6;0,23
"1763";3,4;2,7;0,37
"1764";3,4;2,8;0,26
"1765";3,4;2,9;0,1
"1766";3,4;3;0,17
"1767";3,4;3,1;0,24
"1768";3,4;3,2;0,38
"1769";3,4;3,3;0,63
"1770";3,4;3,4;0,17
"1771";3,4;3,5;0,35
"1772";3,4;3,6;0,01
"1773";3,4;3,7;0,01
"1774";3,4;3,8;0,77
"1775";3,4;3,9;0,64
"1776";3,4;4;0,23
"1777";3,4;4,1;0
"1778";3,4;4,2;0
"1779";3,4;4,3;0,09
"1780";3,4;4,4;0
"1781";3,4;4,5;0,13
"1782";3,4;4,6;0,46
"1783";3,4;4,7;0,6
"1784";3,4;4,8;0,33
"1785";3,4;4,9;0,09
"1786";3,4;5;0
"1787";3,5;0;0,98
"1788";3,5;0,1;0,95
"1789";3,5;0,2;0,98
"1790";3,5;0,3;0,98
"1791";3,5;0,4;0,88
"1792";3,5;0,5;0,88
"1793";3,5;0,6;0,9
"1794";3,5;0,7;0,89
"1795";3,5;0,8;0,93
"1796";3,5;0,9;0,92
"1797";3,5;1;0,88
"1798";3,5;1,1;0,9
"1799";3,5;1,2;0,8
"1800";3,5;1,3;0,94
"1801";3,5;1,4;0,73
"1802";3,5;1,5;0,85
"1803";3,5;1,6;0,81
"1804";3,5;1,7;0,78
"1805";3,5;1,8;0,39
"1806";3,5;1,9;0,73
"1807";3,5;2;0,48
"1808";3,5;2,1;0,63
"1809";3,5;2,2;0,54
"1810";3,5;2,3;0,47
"1811";3,5;2,4;0,24
"1812";3,5;2,5;0,28
"1813";3,5;2,6;0,24
"1814";3,5;2,7;0,61
"1815";3,5;2,8;0,56
"1816";3,5;2,9;0
"1817";3,5;3;0,36
"1818";3,5;3,1;0,66
"1819";3,5;3,2;0,5
"1820";3,5;3,3;0,64
"1821";3,5;3,4;0,73
"1822";3,5;3,5;0,28
"1823";3,5;3,6;0,52
"1824";3,5;3,7;0,07
"1825";3,5;3,8;0,48
"1826";3,5;3,9;0,78
"1827";3,5;4;0,53
"1828";3,5;4,1;0
"1829";3,5;4,2;0,4
"1830";3,5;4,3;0,11
"1831";3,5;4,4;0,51
"1832";3,5;4,5;0
"1833";3,5;4,6;0,33
"1834";3,5;4,7;0,07
"1835";3,5;4,8;0,24
"1836";3,5;4,9;0,45
"1837";3,5;5;0,73
"1838";3,6;0;0,96
"1839";3,6;0,1;0,95
"1840";3,6;0,2;0,99
"1841";3,6;0,3;0,96
"1842";3,6;0,4;0,96
"1843";3,6;0,5;0,96
"1844";3,6;0,6;0,9
"1845";3,6;0,7;0,96
"1846";3,6;0,8;0,93
"1847";3,6;0,9;0,92
"1848";3,6;1;0,83
"1849";3,6;1,1;0,91
"1850";3,6;1,2;0,81
"1851";3,6;1,3;0,79
"1852";3,6;1,4;0,85
"1853";3,6;1,5;0,53
"1854";3,6;1,6;0,79
"1855";3,6;1,7;0,62
"1856";3,6;1,8;0,61
"1857";3,6;1,9;0,8
"1858";3,6;2;0,61
"1859";3,6;2,1;0,04
"1860";3,6;2,2;0,67
"1861";3,6;2,3;0,54
"1862";3,6;2,4;0,55
"1863";3,6;2,5;0,79
"1864";3,6;2,6;0,53
"1865";3,6;2,7;0,42
"1866";3,6;2,8;0,79
"1867";3,6;2,9;0,38
"1868";3,6;3;0,02
"1869";3,6;3,1;0,58
"1870";3,6;3,2;0,68
"1871";3,6;3,3;0,32
"1872";3,6;3,4;0,6
"1873";3,6;3,5;0,42
"1874";3,6;3,6;0,62
"1875";3,6;3,7;0,56
"1876";3,6;3,8;0,69
"1877";3,6;3,9;0,01
"1878";3,6;4;0,19
"1879";3,6;4,1;0,54
"1880";3,6;4,2;0,6
"1881";3,6;4,3;0
"1882";3,6;4,4;0,33
"1883";3,6;4,5;0,44
"1884";3,6;4,6;0,16
"1885";3,6;4,7;0
"1886";3,6;4,8;0,34
"1887";3,6;4,9;0,45
"1888";3,6;5;0,4
"1889";3,7;0;0,98
"1890";3,7;0,1;0,91
"1891";3,7;0,2;0,96
"1892";3,7;0,3;0,95
"1893";3,7;0,4;0,97
"1894";3,7;0,5;0,96
"1895";3,7;0,6;0,93
"1896";3,7;0,7;0,96
"1897";3,7;0,8;0,86
"1898";3,7;0,9;0,89
"1899";3,7;1;0,92
"1900";3,7;1,1;0,89
"1901";3,7;1,2;0,9
"1902";3,7;1,3;0,89
"1903";3,7;1,4;0,66
"1904";3,7;1,5;0,79
"1905";3,7;1,6;0,8
"1906";3,7;1,7;0,61
"1907";3,7;1,8;0,89
"1908";3,7;1,9;0,66
"1909";3,7;2;0,55
"1910";3,7;2,1;0,71
"1911";3,7;2,2;0,31
"1912";3,7;2,3;0,48
"1913";3,7;2,4;0,74
"1914";3,7;2,5;0,46
"1915";3,7;2,6;0,71
"1916";3,7;2,7;0,66
"1917";3,7;2,8;0,59
"1918";3,7;2,9;0,45
"1919";3,7;3;0,43
"1920";3,7;3,1;0,5
"1921";3,7;3,2;0,38
"1922";3,7;3,3;0,26
"1923";3,7;3,4;0,32
"1924";3,7;3,5;0,44
"1925";3,7;3,6;0,01
"1926";3,7;3,7;0,47
